IND_UUID,IND_NAME,DIM_GEO_CODE_TYPE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME_TYPE,DIM_TIME,RATE_PER_100_N,RATE_PER_100_NL,RATE_PER_100_NU
F513188,Hepatitis B surface antigen (HBsAg) in children (under 5),COUNTRY,052,Barbados,YEAR,2020,0.18,0.05,0.55
