IND_UUID,IND_NAME,DIM_GEO_CODE_TYPE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME_TYPE,DIM_TIME,Sex,Age,RATE_PER_100_N
8074BD9,Family planning satisfied with modern methods,COUNTRY,052,Barbados,YEAR,2012,Female,15 to 49 years,70
